"Pick Me Up Off The Floor","Norah Jones","2020","Relation","https://www.discogs.com/master/1754536","147031","Jazz; Pop","Contemporary Jazz"
"Positions","Ariana Grande","2020","Relation","https://www.discogs.com/master/1831958","3310737","Funk / Soul; Hip Hop","Contemporary R&B; Trap"
"Unlocked","Denzel Curry","2020","Relation","https://www.discogs.com/master/1700314","2894422","Hip Hop","Boom Bap; Gangsta; Pop Rap"
"서울여자 = Soul Lady","Yukika","2020","Relation","https://www.discogs.com/master/1780244","7283429; 7283429","Electronic; Funk / Soul; Pop","J-pop; K-pop"
"By The Time I Get To Phoenix","Injury Reserve","2021","Relation","https://www.discogs.com/master/2335459","4532262","Hip Hop","Abstract; Experimental; Glitch"
"Donda","Kanye West","2021","Relation","https://www.discogs.com/master/2275909","137880","Hip Hop; Pop","Abstract; Bass Music; Religious; Trap"
"EP2!","JPEGMAFIA","2021","Relation","https://www.discogs.com/master/2353900","4501713","Hip Hop",""
"LP!","JPEGMAFIA","2021","Relation","https://www.discogs.com/master/2352019","4501713","Hip Hop",""
"Next Episode","Akdong Musician","2021","Relation","https://www.discogs.com/master/2418082","4690557","Pop","K-pop"
"Unlocked 1.5","Denzel Curry, Kenny Beats","2021","Relation","https://www.discogs.com/master/2132299","2894422; 2409774","Hip Hop",""
"It's Almost Dry","Pusha T","2022","Relation","https://www.discogs.com/master/2641307","158775","Hip Hop",""
"Mr. Morale & The Big Steppers","Kendrick Lamar","2022","Relation","https://www.discogs.com/master/2631506","1778977","Funk / Soul; Hip Hop; Jazz","Conscious; Contemporary R&B; Experimental; Hip Hop; Jazzy Hip-Hop; Neo Soul; Neo-Classical; Trap"
"Shut Up, Get Happy","Demondice","2022","Relation","https://www.discogs.com/release/21962746","7940230","Electronic; Hip Hop","Boom Bap; Electro Swing; Pop Rap; Trap"
"SICK!","Earl Sweatshirt","2022","Relation","https://www.discogs.com/master/2584970","1967265","Hip Hop","Jazzy Hip-Hop; Trap"
"The Heart Part 5","Kendrick Lamar","2022","Relation","https://www.discogs.com/master/2649911","1778977","Funk / Soul; Hip Hop","Conscious; Contemporary R&B; Jazzy Hip-Hop"
"Twelve Carat Toothache","Post Malone","2022","Relation","https://www.discogs.com/master/2659262","4016434","Hip Hop; Pop","Pop Rap"
